,Unnamed: 0.1,Unnamed: 0,id,answer,score_me,score_other,score_avg,bert_distance,bert_similarity_score,normalized_bert_score,elmo_similarity_score,normalized_elmo_score,gpt_similarity_score,normalized_gpt_score,gpt2_similarity_score,normalized_gpt2_score,roberta_similarity_score,normalized_roberta_score,xlnet_similarity_score,normalized_xlnet_score,universal_similarity_score,normalized_universal_score
603,603,603,3.7,"Iteration and recursion have many similarities: both are based on a control statement, involve repetition, involve a termination test, gradually approach termination and can occur infinitely.",5,5,5,0.025367618,0.974632382,0.96763036,0.650595605,0.693346532,0.995958124,0.953787074,0.999979955,0.976364409,0.977261941,0.939310314,0.97602116,0.939990219,0.92550391,0.907139465
604,604,604,3.7,"Both rely on repetition, both have a base case, both can become an infinite loop. Anything recursive can also be solved with iteration.",5,5,5,0.033173501,0.966826499,0.957669879,0.616787791,0.66367523,0.994649364,0.938823315,0.99998234,0.979177053,0.940486724,0.841154339,0.965181522,0.912862789,0.811899483,0.765530009
605,605,605,3.7,"Both will repeat (loop) until a condition is met, and exit the loop. Both are capable of entering an infinite loop.",3,5,4,0.033677816,0.966322184,0.957026362,0.407867461,0.480317079,0.991875182,0.907104614,0.999944647,0.934733048,0.936460669,0.830408479,0.962092575,0.905132347,0.760889888,0.701945857
606,606,606,3.7,anything you can do iterativly you can do recursively,2,4,3,0.118809223,0.881190777,0.848396806,0.299165785,0.384915457,0.977912171,0.74745804,0.999968891,0.963318497,0.958694365,0.889751979,0.978140798,0.945294855,0.67661649,0.596897925
607,607,607,3.7,Both are repetative and both have a end test.,4,5,4.5,0.045408189,0.954591811,0.942058147,0.59522295,0.644748927,0.989138652,0.875816396,0.999938655,0.927667157,0.961565001,0.897413935,0.935875851,0.839522006,0.731224954,0.664968115
608,608,608,3.7,"Incorrectly writing either can result in infinite loops, both perform the same task over and over.",3,4,3.5,0.039762795,0.960237205,0.949261795,0.407710135,0.480179002,0.994416708,0.936163231,0.999980635,0.977166077,0.961560534,0.897402012,0.978469066,0.946116383,0.790049911,0.738294221
609,609,609,3.7,Both are based on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.,5,5,5,0.021463394,0.978536606,0.972612235,0.740942538,0.772639181,0.990194035,0.887883155,0.999972676,0.967782422,0.889810171,0.705894594,0.965901706,0.914665131,0.865327835,0.832129173
610,610,610,3.7,"Both are based on a control statement, Both involve repetition, Both involve a termination test, Both gradually approach termination, Both can occur infinitely",5,5,5,0.019250214,0.980749786,0.975436302,0.732208908,0.764974143,0.992012354,0.90867297,0.99997831,0.974425207,0.889810171,0.705894594,0.965901706,0.914665131,0.865327835,0.832129173
611,611,611,3.7,not answered,0,0,0,0.113388062,0.886611939,0.855314328,0.024732584,0.144060179,0.974181154,0.704799321,0.999560354,0.481607809,0.797582206,0.45973083,0.957582389,0.893845092,0.344307631,0.182670431
612,612,612,3.7,anything you can do recursively you can do iteratively,2,4,3,0.115918696,0.884081304,0.852085183,0.311864823,0.39606072,0.977912171,0.74745804,0.999968891,0.963318497,0.958694365,0.889751979,0.978140798,0.945294855,0.6368922,0.547381059
613,613,613,3.7,"Many problems can be solved by both iteration and recursion, and either may go into a condition of infinite execution if a termination test is omitted.",2,5,3.5,0.031967759,0.968032241,0.959208433,0.527900815,0.585663906,0.993963218,0.930978239,0.999983394,0.980419945,0.956134001,0.882918164,0.947560391,0.868763899,0.810888827,0.764270212
614,614,614,3.7,"Iteration and recursion both use repetition and perform several simple operations and algorithms successively until they reach a certain limit.  So both involve a termination test to find that limit and both slowly approach that termination limit.  Both are based on a control statement as well.    If coded poorly, both can continue on for forever until the compiler or the computer either locks up, shuts down or halts the operation.",5,5,5,0.021923423,0.978076577,0.972025228,0.622647643,0.668818107,0.990589507,0.892404796,0.999982576,0.979455062,0.874994962,0.666351625,0.965722516,0.914216688,0.865044057,0.831775441
615,615,615,3.7,"both based on control statement, involve repetition, and involve a termination test within loops",5,5,5,0.028964043,0.971035957,0.963041242,0.502648354,0.563501177,0.994553144,0.937723177,0.999975892,0.971574431,0.972379966,0.926279935,0.973296601,0.933171699,0.886253715,0.858213566
616,616,616,3.7,they are methods of repeating the same task.,1,3,2,0.047599614,0.952400386,0.939261841,0.31503576,0.398843682,0.983780064,0.814548795,0.999970825,0.965599601,0.965611837,0.908215262,0.978140798,0.945294855,0.690975666,0.614796832
617,617,617,3.7,Both involve a termination test.   They use a control statement and repition to solve the problem.  They can also result in an infinite loop.,5,5,5,0.030421436,0.969578564,0.961181576,0.61074239,0.658369506,0.988935262,0.87349093,0.999983013,0.97997065,0.910253694,0.760459981,0.968328221,0.920737762,0.859663308,0.825068263
618,618,618,3.7,"based on a control statement, involve repetition, involve a termination test.",5,5,5,0.038760901,0.9612391,0.950540235,0.461517841,0.527403135,0.990744636,0.894178475,0.999963426,0.956874543,0.974207089,0.931156672,0.974000075,0.934932223,0.876631498,0.846219343
619,619,619,3.7,Both are bases on a control statement. Both involve repetition. Both involve a termination test. Both gradually approach termination. Both can occur infinitely.,5,5,5,0.021039426,0.978960574,0.973153227,0.743908465,0.775242216,0.990194035,0.887883155,0.999974177,0.969551797,0.912117593,0.765434875,0.969596426,0.92391159,0.867278397,0.834560575
620,620,620,3.7,"both based on a control statement, both involve repitition, both involve a termination test, both gradually approach termination, both can potentially occur infinetly.",5,5,5,0.021803677,0.978196323,0.972178026,0.736532629,0.768768841,0.992815729,0.91785839,0.999972902,0.968048259,0.952349758,0.872817719,0.973026385,0.932495453,0.880068243,0.850503291
621,621,621,3.7,"they are both based on a control statement, both involve repetition, both involve a termination case, both graduatlly approach that termination case, and both can occur infinitely",5,5,5,0.017527223,0.982472777,0.977634877,0.75536859,0.785300153,0.991549117,0.903376536,0.999983945,0.981069554,0.948263077,0.861910043,0.974248501,0.935553938,0.875047207,0.844244502
622,622,622,3.7,"They both use repetition, a control or test to terminate, and both can infinitely repeat if not defined correctly.",5,5,5,0.019942462,0.980057538,0.974552977,0.657611728,0.699504206,0.99123024,0.899730644,0.999979202,0.975477338,0.937132444,0.8322015,0.974485614,0.93614734,0.893194437,0.86686527
623,623,623,3.7,"Both are based on a control statement; both gradually approach termination ending with a termination test; both involve repetition, and can both repeat infinitely if their  termination requirements are not met.",5,5,5,0.014013827,0.985986173,0.982118047,0.782342196,0.808973437,0.990108726,0.886907773,0.999983958,0.981084326,0.952169903,0.872337672,0.97255276,0.931310152,0.878475368,0.848517751
624,624,624,3.7,"both are based on a control statement, involve repetition and involve a termination test. both gradually approach termination, both can occur infinitely",5,5,5,0.018779218,0.981220782,0.976037303,0.75229007,0.782598301,0.991492669,0.902731131,0.999980347,0.976826812,0.952877814,0.874227143,0.973150773,0.932806748,0.920582235,0.901004531
625,625,625,3.7,they are used to solve the same type of problems. they do a task over and over again until a cirtain conditional statement is reached (its called the base case in recursion).,3,4,3.5,0.040023029,0.959976971,0.948929731,0.333643109,0.415174352,0.985159073,0.830315746,0.999981995,0.978769517,0.938706967,0.836404026,0.977297252,0.943183785,0.701720357,0.628190235
626,626,626,3.7,Based on control statement;  involve repetition; involve a terminal test; both can occur infinitly,5,5,5,0.028768718,0.971231282,0.96329048,0.696781397,0.73388132,0.992764037,0.917267366,0.999964536,0.958184337,0.961339978,0.896813331,0.97169288,0.929158205,0.880643249,0.851220044
627,627,627,3.7,"repetition, termination test, eventually terminate, occur infinately",5,5,5,0.04625988,0.95374012,0.940971371,0.466334999,0.531630896,0.992582842,0.915195669,0.999923205,0.909450364,0.968342029,0.915502361,0.979316542,0.948237288,0.873359323,0.842140531
628,628,628,3.7,both need to have some kind of base case to tell when the loop needs to stop.,3,3,3,0.043828189,0.956171811,0.944074262,0.259771764,0.350341441,0.980815921,0.780658168,0.999932853,0.92082561,0.950293186,0.867328565,0.947975065,0.869801668,0.680216014,0.601384781
629,629,629,3.7,"they both are able to do repetiive tasks. however recurisve calls itself with different parameters and defines and exit clause that is guaranteeed to be reached. Iterative includes a loop which iterates a pre-determined number of times, or checks for an exit clause every time through",2,5,3.5,0.036154807,0.963845193,0.953865668,0.391814351,0.466228126,0.990368513,0.889878054,0.999982105,0.978899271,0.880049365,0.679842228,0.976691548,0.941667941,0.831182897,0.789567046
630,630,630,4.1,int n[10]; //array of 10 integers and int n[arraySize] //where arraySize is some positive integer defined by the user,3,5,4,0.059214473,0.940785527,0.924441025,0.271807551,0.360904605,0.985448563,0.833625637,0.999982625,0.979512449,0.95204891,0.872014732,0.961836979,0.904492689,0.627601862,0.535800527
631,631,631,4.1,by either inputing the different elements in the array at coding or giving the array specifacations as to the size of the array. it is also possible when giving it specifacations to tell the array to grow as needed.,3,5,4,0.021540403,0.978459597,0.972513969,0.533420026,0.590507821,0.988911059,0.873214211,0.999936538,0.925171032,0.883895924,0.690108999,0.921925092,0.804608641,0.738835514,0.674454781
632,632,632,4.1,You can initialize and array by using an initializer list in its declaration or by initializing its size with a constant variable.,5,5,5,0.013311625,0.986688376,0.983014073,0.730401814,0.763388154,0.992049041,0.909092435,0.999967024,0.961117957,0.972402385,0.926339774,0.971724502,0.929237342,0.87733674,0.847098437
633,633,633,4.1,Pass the length along with the array or use a vector.,2,4,3,0.020963728,0.979036272,0.973249819,0.534325659,0.591302646,0.993986137,0.931240293,0.999916304,0.901312554,0.970539906,0.921368669,0.96624794,0.915531622,0.729044676,0.662250369
634,634,634,4.1,"One way is to declare a size of the array using a variable that is equal to an integer. The other way, if the size is omitted in the declaration, the compiler determines the size of the array based on the size of the initializer list.",5,5,5,0.01897043,0.98102957,0.975793312,0.562035561,0.615622138,0.984451705,0.822228022,0.999934609,0.92289612,0.859820453,0.625849655,0.957939733,0.894739386,0.844020128,0.805568828
635,635,635,4.1,"In the declaration (int array [x]) or with an initilizer (int array[]={0,1,2,etc.}",5,5,5,0.042874336,0.957125664,0.9452914,0.459921777,0.526002356,0.986389784,0.844387124,0.999914364,0.899025454,0.947596211,0.860130125,0.959839371,0.899493447,0.751893103,0.690731243
636,636,636,4.1,"1. Declare the length of the array (int array[10];) 2. Initialize the array (int array[] = {0, 1, 2, 3}; //compiler will assume size of 4)",5,5,5,0.040916204,0.959083796,0.947790019,0.449348748,0.516722976,0.971360043,0.67254405,0.999913722,0.898268259,0.930748337,0.815161811,0.945802512,0.864364607,0.670414746,0.589167367
637,637,637,4.1,statically and dynamically,2,3,2.5,0.164840579,0.835159421,0.789659779,-0.006020246,0.117070071,0.984832015,0.826576311,0.99990185,0.884269897,0.938171078,0.834973696,0.963949117,0.909778555,0.3953273,0.246267139
638,638,638,4.1,Explicitly int array[10]; or by variable const int size = 10; int array[size];,3,5,4,0.061623037,0.938376963,0.921367644,0.368294925,0.445586389,0.985624898,0.835641775,0.999834949,0.805386143,0.916084303,0.776022339,0.935658064,0.838976969,0.64579165,0.558474344
639,639,639,4.1,"Array lengths can be explicitly specified by inputing the number of elements between the brackets [ ] during declaration, or implicitly by including an initializer list WITHOUT specifying a number between [ ], the compiler will automatically declare the array with the proper number of elements needed for the list. ",5,5,5,0.016361117,0.983638883,0.979122853,0.595199108,0.644728002,0.983638664,0.812932093,0.999913345,0.897823498,0.830715605,0.548166504,0.969545594,0.923784377,0.828481913,0.786200232
640,640,640,4.1,Specify an arrays size with a constant variable. And setting array elements with calculations.,2,5,3.5,0.027478158,0.972521842,0.964937263,0.516768158,0.57589337,0.989432432,0.87917534,0.999948543,0.939326459,0.958106518,0.888182969,0.967519552,0.918713976,0.745213687,0.682405261
641,641,641,4.1,"statically, using {} and dynamically, using []",4,4,4,0.065752864,0.934247136,0.916097893,0.337324411,0.418405233,0.990909227,0.896060326,0.999942541,0.93224934,0.971252118,0.92326962,0.932864582,0.831985962,0.670299828,0.58902412
642,642,642,4.1,"define it as array[5] or array[1,2,3,4,5]",4,5,4.5,0.077096224,0.922903776,0.901623515,0.334331423,0.415778448,0.994161354,0.933243638,0.999932417,0.920311856,0.948603728,0.862819268,0.963949116,0.909778552,0.498048723,0.374310784
643,643,643,4.1,Static and dynamic.,2,3,2.5,0.070817709,0.929182291,0.909635039,0.308390558,0.393011544,0.986299479,0.843354617,0.999907149,0.890518109,0.938174593,0.834983078,0.954207565,0.88539921,0.347038835,0.186074913
644,644,644,4.1,manually inside the brackets or automatically via an initializer list,5,5,5,0.043717802,0.956282198,0.944215119,0.418890268,0.489991204,0.995425885,0.947701691,0.999899163,0.881101333,0.967129213,0.912265259,0.973489585,0.933654664,0.781113625,0.727155019
645,645,645,4.1,"You can use an initializer list, or simply tell the compiler how many elements you want in the array.  For an Initializer list:  int a[] = {10, 2, 3, -4, 5};  For an elemental declaration: int b[5];  Both arrays have 5 elements in them, but array a is already initialized.",5,5,5,0.021938562,0.978061438,0.97200591,0.561920643,0.615521281,0.978445051,0.75355074,0.99997846,0.974601445,0.914404139,0.771537848,0.971224541,0.927986133,0.842006266,0.803058522
646,646,646,4.1,"In a string you can specify with the strlen(arrayname) command. This gets the length of the string. Another way is with integers where you initiate the size from the start, ex array[40] specifying a possible length of up to 40. Then it is passed by an object the actual ammout in the array. Another way is to declare it in an initializing program. ",4,5,4.5,0.019331276,0.980668724,0.975332864,0.52977103,0.587305293,0.978717348,0.756664056,0.999967228,0.961357484,0.909566709,0.758626363,0.964858335,0.912053977,0.828262448,0.785926667
647,647,647,4.1,"Implicit, namely when you give it values, like {1,2,3,4,5,6,7,8,9}, at which the compiler will automatically give this a size. Static, during the declaration. ",5,5,5,0.025740325,0.974259675,0.967154776,0.468511015,0.533540669,0.98771718,0.859563946,0.999975044,0.970573824,0.945186486,0.853698377,0.967377675,0.918358912,0.808176875,0.760889727
648,648,648,4.1,"Supply an integer inside the brackets or the compiler counts the number of elements in the initializer list. int n[5]; int n[] = { 1,2,3,4,5 }",5,5,5,0.036919594,0.963080406,0.952889783,0.411697984,0.483678923,0.994533845,0.937502525,0.999945154,0.935329783,0.915728282,0.775072091,0.973437647,0.933524683,0.758535683,0.699011309
649,649,649,4.1,either initializing the array with a specific length or initializing an array while declaring its contents.,5,5,5,0.021690607,0.978309393,0.972322306,0.584936917,0.635721428,0.991436478,0.902088675,0.999956681,0.948922292,0.971760721,0.924627121,0.963803806,0.909414898,0.816959262,0.771837092
650,650,650,4.1,within the brackets or by using an initializer list.,5,5,5,0.011409462,0.988590539,0.985441275,0.73647368,0.768717105,0.995483166,0.948356627,0.999970669,0.965414831,0.999242444,0.997978023,0.96853804,0.921262858,0.906315088,0.88322034
651,651,651,4.1,specify the number of elements in the array declaration with a constant or using a constant variable for future scalability,3,5,4,0.027052283,0.972947717,0.965480689,0.367698044,0.445062539,0.990827044,0.895120693,0.999938716,0.927738659,0.967132978,0.912275308,0.964908932,0.912180601,0.780093372,0.72588326
652,652,652,4.1,with a number and with a variable,3,3,3,0.048686445,0.951313555,0.937875021,0.141994238,0.246974433,0.987308017,0.854885767,0.999891517,0.872086515,0.954396198,0.87827983,0.935871369,0.839510789,0.531000137,0.415385169
653,653,653,4.1,"explicitly, by declaring it in brackets (i.e. int array[50];) and implicitly, by initializing several values (i.e. int array[] = {1, 2, 3};)",5,5,5,0.037070215,0.962929785,0.952697587,0.462876886,0.528595896,0.975758497,0.722833932,0.999940831,0.93023285,0.933480185,0.82245333,0.959308457,0.898164774,0.731056869,0.664758595
654,654,654,4.1,"one way of specifying of array is A[10] ; other way of specifying array is a[arraysize] = [1,2,3,4,5,6,7,8,9,10}",4,5,4.5,0.053996921,0.946003079,0.931098736,0.327836663,0.410078346,0.986533688,0.846032456,0.999949423,0.940364043,0.966220534,0.909839922,0.96666531,0.916576138,0.572120607,0.466642391
655,655,655,4.1,1-Initializing an array in a declaration with an initializer list 2-Specifying an arrays size with a constant variable,5,5,5,0.030173123,0.969826877,0.961498429,0.524427891,0.582615907,0.9901577,0.887467725,0.999961451,0.954546421,0.966862957,0.9115546,0.95726056,0.893039678,0.799643397,0.750252632
656,656,656,4.1,"Initializing the size in the brackets: int a[100]; Initializing the length by assigning variables: int a[] = {1,2,3};",5,5,5,0.044680715,0.955319285,0.942986421,0.358885378,0.437328135,0.988368121,0.867006507,0.999898471,0.880286217,0.943874752,0.850197255,0.95667614,0.891577101,0.711497903,0.640378079
657,657,657,4.1,user defined value or by the number of elements in initializer list,5,5,5,0.023671567,0.976328433,0.969794557,0.430722326,0.500375566,0.993561001,0.926379483,0.999931948,0.919758749,0.950422392,0.867673426,0.961914385,0.904686406,0.787198722,0.734740176
658,658,658,4.1,"you can assign the size of it inside the brackets when you declare the array [3], or you can have it set by how many items you set the array equal to {1,2,3}",5,5,5,0.03441304,0.96558696,0.956088201,0.293451428,0.379900273,0.983401967,0.810225809,0.999929766,0.917185705,0.932284697,0.819262478,0.959835419,0.899483557,0.77118969,0.7147847
659,659,659,4.1,"use an arraylist, or have your program ask the array how many elements it has. As an obj it it should have member length that is the number of slots it has. ",3,5,4,0.02794534,0.97205466,0.964341129,0.413108647,0.484916986,0.989104388,0.875424645,0.999963053,0.956434748,0.941002595,0.84253124,0.971154655,0.927811235,0.800712228,0.751584943
660,660,660,4.2,"strings that are used in an char array are much easier to manipulate than as a string object, because each character is stored separately rather than as a whole",1,4,2.5,0.019994736,0.980005264,0.974486276,0.353415847,0.432527822,0.989312028,0.877798703,0.999951509,0.942823952,0.949241365,0.864521171,0.962811845,0.906932402,0.682132483,0.603773684
661,661,661,4.2,"the type string uses less storage and you have to change the string all at once. with an array of characters you can make permutations of words using the characters stored in the array, without needing to actually access and change the variables. with an array of characters you can just change how they're accessed.",1,5,3,0.014151335,0.985848665,0.981942584,0.545767188,0.601344261,0.987615063,0.858396397,0.99992744,0.914443907,0.950611266,0.868177546,0.950660554,0.876522411,0.670494974,0.589267372
662,662,662,4.2,"Unlike in a string declared using type string, in a string declared using an array of characters the programmer must provide the null terminating character and must ensure the array is large enough to hold the string and null terminating character.",5,5,5,0.013914883,0.986085117,0.982244302,0.674486637,0.714314407,0.987151549,0.853096789,0.999968455,0.962804538,0.955289439,0.880663961,0.963208224,0.907924386,0.749226928,0.687407819
663,663,663,4.2,"All strings represented by character arrays end with the null character. You declare an object of type string just like any other type, for example:  string s; ",5,5,5,0.014761329,0.985238671,0.981164219,0.568169832,0.621005859,0.99051961,0.891605632,0.99997068,0.965428898,0.962963018,0.901145353,0.970638148,0.926518618,0.796943426,0.746887081
664,664,664,4.2,"By using an array of characters, one can store and manipulate the strings rather than just having a type string variable.",1,4,2.5,0.012874484,0.987125516,0.983571874,0.545948029,0.601502975,0.991847193,0.906784602,0.999983414,0.980443432,0.94012968,0.84020136,0.957549847,0.893763652,0.661634207,0.578222306
665,665,665,4.2,type string is an array of chars that will make an array of single letter characters while an array of strings will be an actual array of words (or an array of char arrays),0,4,2,0.013281405,0.986718595,0.983052634,0.616072357,0.663047331,0.991001937,0.897120331,0.999890635,0.871045972,0.952366214,0.872861642,0.963120877,0.90770579,0.622300029,0.52919172
666,666,666,4.2,"They're basically the same, however, a string ends w/ a null character, denoting the end of the string (and the size). A char array has potential to be any size, so it must be declared or limited.",2,5,3.5,0.020834386,0.979165614,0.973414863,0.481421769,0.544871743,0.979223111,0.762446716,0.999977426,0.97338252,0.957728104,0.887172952,0.971237716,0.928019105,0.776277542,0.721126777
667,667,667,4.2,string is a class in the standard library and has method that modify it. Whereas the char array is on able to be modifie by the user.,4,4,4,0.024389267,0.975610733,0.968878757,0.43556875,0.504629012,0.99148698,0.902666089,0.999956796,0.949058148,0.948255698,0.861890348,0.959080167,0.897593452,0.647335291,0.560398514
668,668,668,4.2,"By using an array of characters, you are limited to the size of the array of characters.  By declaring by type the end of the string is acknowledged by white space.",3,4,3.5,0.013615549,0.986384451,0.982626259,0.633561373,0.678396501,0.991969209,0.90817967,0.999959592,0.952354793,0.944722936,0.852461126,0.962977357,0.907346615,0.739291012,0.675022566
669,669,669,4.2,"The data class type string are designed to handle character data, and has many functions built into the class library to deal with them. An array of characters however is subject to all the same rules of any other array with no real additional functionality. Another difference is that the string class deals with the null character implicitly, unlike an array of characters, which must handle the null character explicitly. ",5,5,5,0.014584005,0.985415995,0.981390488,0.537081957,0.593721701,0.980598798,0.778175679,0.999948186,0.938905002,0.928792482,0.809941479,0.953896754,0.88462137,0.763838589,0.705621453
670,670,670,4.2,string declared used in an array of characters contains each character in the array and a special string-termination character called the null character versus the type string.,5,5,5,0.015601516,0.984398484,0.980092121,0.658563376,0.700339416,0.995985531,0.954100426,0.99995443,0.946267895,0.946363487,0.856839887,0.938210622,0.845365036,0.65516448,0.570157704
671,671,671,4.2,A char array reads a string as each individual character. A string literal array reads the entire string.,2,4,3,0.020991087,0.979008913,0.973214909,0.580983877,0.632252058,0.995394102,0.947338309,0.999954657,0.946535351,0.938014741,0.83455642,0.961633363,0.903983116,0.654723287,0.56960775
672,672,672,4.2,array of characters can only hold as many characters as the array size and strings are not that limited.,4,4,4,0.021603227,0.978396773,0.972433805,0.59660548,0.645962299,0.995879148,0.952884091,0.999918211,0.903561609,0.927593218,0.806740548,0.94905859,0.872513313,0.533774257,0.418843146
673,673,673,4.2,"Stings can only be modified by functions of the String class, an array of characters can be modified by the user",3,4,3.5,0.020445347,0.979554653,0.973911286,0.384853423,0.460118894,0.991552024,0.903409773,0.999920098,0.905786277,0.956854783,0.884841989,0.96592174,0.914715269,0.603986859,0.506364106
674,674,674,4.2,"if by type string, the array contains an additional terminating null character",3,5,4,0.023756504,0.976243496,0.969686176,0.571612835,0.624027597,0.98718879,0.853522583,0.999969446,0.963973388,0.941230862,0.843140503,0.969254206,0.923055145,0.747526944,0.685288766
675,675,675,4.2,The array of characters has a null character \0 at the end of the array to signify the array's end.  The string does not have this.,5,5,5,0.012125075,0.987874925,0.984528137,0.754921556,0.784907814,0.994773985,0.940248171,0.999957024,0.949325977,0.975002921,0.933280811,0.972762217,0.931834342,0.870583653,0.838680622
676,676,676,4.2,strings with type string are just that. Strings. They are not part of an array list at all where as one declared by an array is actually an array of characters able to be pointed and detected.,2,4,3,0.015350521,0.984649479,0.980412397,0.675526142,0.715226725,0.984597907,0.823899629,0.999952337,0.943800008,0.941596507,0.844116438,0.966760719,0.916814909,0.721663058,0.653049082
677,677,677,4.2,"the array of characters has a set length, while the type string has virtually unlimited length.",4,4,4,0.020559072,0.979440928,0.973766169,0.489041507,0.551559179,0.99050166,0.891400403,0.999978113,0.97419297,0.914285701,0.771221728,0.958682005,0.896597007,0.549714923,0.438713402
678,678,678,4.2,Char array - Individual letters can be accessed directly with array subscript notation.  String array - array subscript will return the entire string.,1,3,2,0.030444384,0.969555616,0.961152294,0.5204283,0.57910568,0.990398217,0.890217674,0.999948631,0.939429554,0.949494697,0.865197335,0.96814382,0.920276277,0.669138193,0.587576127
679,679,679,4.2,array of characters need a termination character as well as size specification whether its explicit or implicit.,5,5,5,0.02530998,0.97469002,0.967703907,0.414798379,0.486399973,0.991790208,0.906133062,0.999955057,0.947006745,0.934086331,0.824071182,0.970002785,0.924928549,0.661298275,0.577803562
680,680,680,4.2,when using an array individual characters can be accessed and manipulated.,1,4,2.5,0.029670417,0.970329583,0.962139892,0.446260601,0.514012676,0.993604659,0.926878646,0.999945852,0.93615349,0.883774108,0.689783863,0.967544622,0.918776716,0.474151969,0.344523157
681,681,681,4.2,strings declared using an array of characters could result in data loss if character array not initialized large enough.,4,4,4,0.028006971,0.971993029,0.964262486,0.644857347,0.688310371,0.996899254,0.964547508,0.999980772,0.977328482,0.957193314,0.885745555,0.962004881,0.904912883,0.672545433,0.591823297
682,682,682,4.2,"an array is passed by reference therefore if an array of characters is changed, the memory is changed not just the variable",3,4,3.5,0.019485533,0.980514467,0.975136029,0.431282997,0.500867637,0.99133403,0.900917335,0.999969505,0.96404338,0.953625372,0.876222434,0.959788062,0.89936504,0.635117888,0.545169356
683,683,683,4.2,"the type string has several built-in functions not available when using a char array, but the individual characters in an array or more directly accessible than the characters in a string type string.",3,4,3.5,0.018781543,0.981218457,0.976034336,0.567500353,0.620418293,0.987251943,0.854244642,0.999972502,0.967576294,0.929975114,0.813098017,0.96931084,0.923196878,0.606373012,0.509338478
684,684,684,4.2,"declaring a string, it includes white spaces but declaring a array of character does not include white spaces",0,3,1.5,0.027544022,0.972455978,0.96485322,0.4044604,0.477326885,0.990487046,0.891233311,0.999950812,0.942001709,0.951446184,0.870406009,0.965599731,0.913909405,0.615903437,0.521218282
685,685,685,4.2,"an array of characters has one element a string doesnt have. it is the termination element, or ""null""",5,5,5,0.017380893,0.982619107,0.977821596,0.607117415,0.65518806,0.99452107,0.93735646,0.99997485,0.970345228,0.964135813,0.904275636,0.968065319,0.92007982,0.854153693,0.818200453
686,686,686,4.2,Strings declared using the type string can vary in length. Strings declared using an array of characters can not extend past the array length.,4,4,4,0.013477266,0.986522734,0.982802711,0.657506704,0.699412032,0.995924583,0.953403577,0.999919656,0.905265174,0.936407613,0.830266868,0.964945101,0.912271118,0.587111533,0.485328783
687,687,687,4.2,"cant modify individual characters of a type string array, character type array can modify individual characters",1,4,2.5,0.040939868,0.959060133,0.947759825,0.458036244,0.524347525,0.995633889,0.950079914,0.99994882,0.939653489,0.932971993,0.821096925,0.970002194,0.92492707,0.506518304,0.384868232
688,688,688,4.2,"the type string is a class and is safer, while the other is just an array of characters.",3,4,3.5,0.018210828,0.981789172,0.976762581,0.453828603,0.520654704,0.981572938,0.789313544,0.999956301,0.948473723,0.832073495,0.55179082,0.932917924,0.832119456,0.439670265,0.301541245
689,689,689,4.2,"array  it is the collection of similar data types ex:int a[10]  ten indicates the size of array. [ ] is index of array, we can give only integer values to array of a.  where as string mean collection of group of characters.  string declarations have a datatype usually causes storage to be allocated in memory that is capable of holding some predetermined number of symbols.    However  Arrays can be declared to contain values of any non reference data type. Multiple arrarys of the same type ",1,4,2.5,0.014341474,0.985658526,0.981699963,0.524184406,0.582402213,0.97219741,0.682118118,0.999950043,0.941094787,0.918516212,0.782513298,0.96618319,0.915369577,0.711989284,0.640990591
690,690,690,4.3,by reference only,5,5,5,0.100285649,0.899714351,0.872033296,0.657952905,0.699803639,0.996596597,0.961087069,0.999954807,0.946712344,1,1,1,1,1,0.999999851
691,691,691,4.3,a reference pointer to an element in the array.,4,5,4.5,0.112875462,0.887124538,0.855968417,0.623755992,0.669790845,0.992738986,0.916980948,0.999892844,0.873651079,0.922661778,0.793578143,0.945770359,0.86428414,0.675858736,0.595953374
692,692,692,4.3,Arrays are passed to functions by reference.,5,5,5,0.079484284,0.920515716,0.898576298,0.62204057,0.668285311,0.993197688,0.922225532,0.999886768,0.866486465,0.97898199,0.943901262,0.877631017,0.693757668,0.751703501,0.690494901
693,693,693,4.3,#NAME?,5,5,5,0.165067673,0.834932327,0.789370003,0.278628826,0.366891271,0.982840132,0.803802057,0.99975336,0.709183773,0.923819609,0.796668485,0.974882983,0.937141801,0.418235689,0.274822757
694,694,694,4.3,Arrays are passed by reference.,5,5,5,0.05469811,0.94530189,0.930204004,0.695956409,0.733157273,0.99425614,0.934327374,0.999916185,0.901173157,0.97898199,0.943901262,0.877631017,0.693757668,0.751703501,0.690494901
695,695,695,4.3,"you must pass the array and its size to the function. Ex. function(array, size);",4,4,4,0.133409321,0.866590679,0.829766759,0.307616681,0.392332354,0.984704622,0.825119758,0.999845726,0.818093487,0.830895776,0.548647394,0.928875978,0.822004026,0.414068758,0.269628621
696,696,696,4.3,"Usually the same way you pass anything else... you do not have to specify the length of a char array, just pass it to the function by sending the name of the array.  Example: char str[20]; isPalindrome(str); // this sends the char array to the function isPalindrome.  Otherwise, would need to send the length of the array as well.",3,4,3.5,0.13481915,0.86518085,0.827967786,0.276469827,0.364996433,0.964826437,0.597841848,0.999875862,0.853626948,0.681567343,0.150077946,0.928847711,0.821933284,0.432961226,0.293178337
